paper_id,title,year,venue,source
6925,A Reliability Control Framework for Robust Multi-Agent LLM Systems: Managing Workflows in Large Language Model Systems,2026,Open MIND,openalex
6930,A Multi-Agent LLM Experiment Revealing Architect-Level Failure Modes in Scientific Software Development,2026,Zenodo (CERN European Organization for Nuclear Research),openalex
6937,quantum_bench: A Multi-Agent LLM Experiment Revealing Architect-Level Failure Modes in Scientific Software Development,2026,Zenodo (CERN European Organization for Nuclear Research),openalex
6951,RedDebate: Safer Responses Through Multi-Agent Red Teaming Debates,2025,arXiv (Cornell University),openalex
6986,Causal-Aware LLM Agents for PHM Co-pilots,2025,Annual Conference of the PHM Society,openalex
6988,A Systematic Study of LLM-Based Architectures for Automated Patching,2026,arXiv (Cornell University),openalex
6992,Agentic AI for Commercial Insurance Underwriting with Adversarial Self-Critique,2026,,openalex
6993,"Local Green, Global Red I - Evaluated Path Kernels for Composed Agent Reliability",2026,Zenodo (CERN European Organization for Nuclear Research),openalex
6994,"Local Green, Global Red Evaluated Path Kernels for Composed Agent Reliability",2026,Zenodo (CERN European Organization for Nuclear Research),openalex
6998,Design and Implementation of Agentic AI Pipelines for Enterprise Decision-Making Architecture Patterns for Production Systems,2026,International Journal of Innovative Research in Engineering & Multidisciplinary Physical Sciences,openalex
7005,Improving Steering and Verification in AI-Assisted Data Analysis with Interactive Task Decomposition,2024,,openalex
7010,The Consistency Illusion: How Multi-Agent Debate Hides Reasoning Misalignment,2026,arXiv (Cornell University),openalex
7022,A Modular Multi-Agent {LLM} Architecture for Text-to-Diagram Generation and User-Guided Refinement,2026,e-Informatica Software Engineering Journal,openalex
7023,XPS 2: A Neuro-Symbolic Evolution of Diagnostic Expert Systems for High-Stakes AI,2026,Zenodo (CERN European Organization for Nuclear Research),openalex
7029,Structural Limitations of LLM Multi-Agent Systems as of December 2025,2025,OSF Preprints (OSF Preprints),openalex
7039,A Self-Healing Framework for Reliable LLM-Based Autonomous Agents,2026,arXiv (Cornell University),openalex
7042,"Coordination Topology as Failure Geometry: How Network Structure, Protocol Design, and Consensus Dynamics Jointly Shape Multi-Agent System Reliability",2026,Zenodo (CERN European Organization for Nuclear Research),openalex
7137,TUMIX: Multi-Agent Test-Time Scaling with Tool-Use Mixture,2025,arXiv:cs.CL,arxiv
7151,SI-Agent: An Agentic Framework for Feedback-Driven Generation and Tuning of Human-Readable System Instructions for Large Language Models,2025,arXiv:cs.AI,arxiv
7169,Linear Feedback Control Systems for Iterative Prompt Optimization in Large Language Models,2025,arXiv:cs.LG,arxiv
7181,Agent-R: Training Language Model Agents to Reflect via Iterative Self-Training,2025,arXiv:cs.AI,arxiv
7186,Retroformer: Retrospective Large Language Agents with Policy Gradient Optimization,2023,arXiv:cs.CL,arxiv
7197,Learning When to Act or Refuse: Guarding Agentic Reasoning Models for Safe Multi-Step Tool Use,2026,arXiv:cs.CL,arxiv
7211,Rethinking the Role of Entropy in Optimizing Tool-Use Behaviors for Large Language Model Agents,2026,arXiv:cs.AI,arxiv
7222,IterInject: Indirect Prompt Injection Against LLM Agents via Feedback-Guided Iterative Optimization,2026,arXiv:cs.LG,arxiv
7236,Can AI Scientist Agents Learn from Lab-in-the-Loop Feedback? Evidence from Iterative Perturbation Discovery,2026,arXiv:cs.LG,arxiv
7239,Benchmarking Large Language Models for ABAP Code Generation: An Empirical Study on Iterative Improvement by Compiler Feedback,2026,arXiv:cs.SE,arxiv
7245,Beyond Function Calling: Benchmarking Tool-Using Agents under Tool-Environment Unreliability,2026,arXiv:cs.CL,arxiv
7391,MINT: Evaluating LLMs in Multi-turn Interaction with Tools and Language Feedback,2023,arXiv (Cornell University),openalex
7430,Darwin Gödel Machine: Open-Ended Evolution of Self-Improving Agents,2025,SuperIntelligence - Robotics - Safety & Alignment,openalex
7453,MARS: Memory-Enhanced Agents with Reflective Self-improvement,2025,arXiv:cs.CL,arxiv
7458,Contextual Experience Replay for Self-Improvement of Language Agents,2025,arXiv:cs.AI,arxiv
7461,Experiential Reflective Learning for Self-Improving LLM Agents,2026,arXiv:cs.LG,arxiv
7462,Recursive Harness Self-Improvement,2026,arXiv:cs.LG,arxiv
7469,WebEvolver: Enhancing Web Agent Self-Improvement with Coevolving World Model,2025,arXiv:cs.CL,arxiv
7474,Learning from Failure: Inference-Time Self-Improvement for Computer-Use Agents,2026,arXiv:cs.CV,arxiv
7480,Beyond Accuracy: The Role of Calibration in Self-Improving Large Language Models,2025,arXiv:cs.CL,arxiv
7515,Positive Experience Reflection for Agents in Interactive Text Environments,2024,arXiv:cs.CL,arxiv
7516,Perceptual Self-Reflection in Agentic Physics Simulation Code Generation,2026,arXiv:cs.SE,arxiv
7535,Gödel Agent: A Self-Referential Agent Framework for Recursive Self-Improvement,2024,arXiv:cs.AI,arxiv
7536,A Zero-Shot Language Agent for Computer Control with Structured Reflection,2023,arXiv:cs.CL,arxiv
7539,PreFlect: From Retrospective to Prospective Reflection in Large Language Model Agents,2026,arXiv:cs.AI,arxiv
7581,Autoreflection: How Agentic Strange Loops Turn Human Culture into AI Infrastructure,2026,arXiv:cs.CY,arxiv
7595,Causal Reflection with Language Models,2025,arXiv:cs.LG,arxiv
7608,"Audited Skill-Graph Self-Improvement for Agentic LLMs via Verifiable Rewards, Experience Synthesis, and Continual Memory",2025,arXiv:cs.CR,arxiv
7615,Self-Improving AI Agents through Self-Play,2025,arXiv:cs.AI,arxiv
7616,Self-Reference in Large Language Models: The Introspection Threshold for Recursive Self-Improvement,2026,arXiv:physics.soc-ph,arxiv
7619,Huxley-Gödel Machine: Human-Level Coding Agent Development by an Approximation of the Optimal Self-Improving Machine,2025,arXiv:cs.AI,arxiv
7628,Interrupting the Loop: Periodic Subject Changes Raise Judged Surprise and Connection in Base Language Models,2026,arXiv:cs.CL,arxiv
7649,Gödel Agent: A Self-Referential Agent Framework for Recursively Self-Improvement,2025,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),openalex
7651,Agent-R: Training Language Model Agents to Reflect via Iterative Self-Training,2025,arXiv (Cornell University),openalex
7672,Learn Like Humans: Use Meta-cognitive Reflection for Efficient Self-Improvement,2026,Underline Science Inc.,openalex
7680,Improving Factuality and Reasoning in Language Models through Multiagent Debate,2023,arXiv (Cornell University),openalex
7689,Knowledge-Centric Self-Improvement,2026,arXiv (Cornell University),openalex
7702,OPT-BENCH: Evaluating the Iterative Self-Optimization of LLM Agents in Large-Scale Search Spaces,2026,Underline Science Inc.,openalex
7703,OPT-BENCH: Evaluating the Iterative Self-Optimization of LLM Agents in Large-Scale Search Spaces,2026,arXiv (Cornell University),openalex
7714,Provable and Practical In-Context Policy Optimization for Self-Improvement,2026,arXiv (Cornell University),openalex
7724,Hierarchical Self-Improvement: A Framework for Task-Specific Evolvable Agent Harnesses,2026,arXiv (Cornell University),openalex
7725,More Yap Less Meaning: Uncovering Self-Improvement Behavior in SLMs,2026,,openalex
7726,COMAP: Co-Evolving World Models and Agent Policies for LLM Agents,2026,arXiv (Cornell University),openalex
7738,AutoMem: A Text-Gradient Recursive Self-Improvement Framework for Automated Memory Architectures Search,2026,arXiv (Cornell University),openalex
7748,MetaSkill-Evolve: Recursive Self-Improvement of LLM Agents via Two-Timescale Meta-Skill Evolution,2026,arXiv (Cornell University),openalex
7753,FORGE: Self-Evolving Agent Memory With No Weight Updates via Population Broadcast,2026,,openalex
7761,ARM: Discovering Agentic Reasoning Modules for Generalizable Multi-Agent Systems,2025,arXiv (Cornell University),openalex
7766,SPIRAL: Symbolic LLM Planning via Grounded and Reflective Search,2025,arXiv (Cornell University),openalex
7769,SPIRAL: Symbolic LLM Planning via Grounded and Reflective Search,2026,Proceedings of the AAAI Conference on Artificial Intelligence,openalex
7795,Automated Design of Agentic Systems,2024,arXiv (Cornell University),openalex
7822,Making AI Tutors Empathetic and Conscious: A Needs-Driven Pathway to Synthetic Machine Consciousness,2025,AI,openalex
7834,Vision-Language Models Can Self-Improve Reasoning via Reflection,2025,,openalex
7863,Reasoning as Gradient: Scaling MLE Agents Beyond Tree Search,2026,arXiv:cs.LG,arxiv
7914,No Train Still Gain. Unleash Mathematical Reasoning of Large Language Models with Monte Carlo Tree Search Guided by Energy Function,2023,arXiv:cs.AI,arxiv
7929,Enhancing Large Language Models with Reward-guided Tree Search for Knowledge Graph Question and Answering,2025,arXiv:cs.CL,arxiv
7933,Policy Guided Tree Search for Enhanced LLM Reasoning,2025,arXiv:cs.LG,arxiv
7940,TabTracer: Monte Carlo Tree Search for Complex Table Reasoning with Large Language Models,2026,arXiv:cs.DB,arxiv
7941,Tempest: Autonomous Multi-Turn Jailbreaking of Large Language Models with Tree Search,2025,arXiv:cs.AI,arxiv
7943,Towards Logically Sound Natural Language Reasoning with Logic-Enhanced Language Model Agents,2024,arXiv:cs.AI,arxiv
7954,Autonomous Tree-search Ability of Large Language Models,2023,arXiv:cs.CL,arxiv
7955,Zero-Shot Multi-Hop Question Answering via Monte-Carlo Tree Search with Large Language Models,2024,arXiv:cs.CL,arxiv
7961,GATS: Graph-Augmented Tree Search with Layered World Models for Efficient Agent Planning,2026,arXiv:cs.AI,arxiv
7965,Amortized Reasoning Tree Search: Decoupling Proposal and Decision in Large Language Models,2026,arXiv:cs.LG,arxiv
7985,VerifiAgent: a Unified Verification Agent in Language Model Reasoning,2025,arXiv:cs.CL,arxiv
7995,Interpretable Contrastive Monte Carlo Tree Search Reasoning,2024,arXiv:cs.CL,arxiv
7999,Don't Get Lost in the Trees: Streamlining LLM Reasoning by Overcoming Tree Search Exploration Pitfalls,2025,arXiv:cs.CL,arxiv
8005,Empirical-MCTS: Continuous Agent Evolution via Dual-Experience Monte Carlo Tree Search,2026,arXiv:cs.AI,arxiv
8012,Multi-Agent Sampling: Scaling Inference Compute for Data Synthesis with Tree Search-Based Agentic Collaboration,2024,arXiv:cs.CL,arxiv
8029,Alphazero-like Tree-Search can Guide Large Language Model Decoding and Training,2023,arXiv:cs.LG,arxiv
8034,Before Reasoning Can Fail: Pre-Evidence Procedural Failures in Agentic RAG,2026,arXiv:cs.AI,arxiv
8038,Reasoning with Language Model is Planning with World Model,2023,Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing,openalex
8051,When is Tree Search Useful for LLM Planning? It Depends on the Discriminator,2024,,openalex
8067,Agent Q: Advanced Reasoning and Learning for Autonomous AI Agents,2024,arXiv (Cornell University),openalex
8072,SeRTS: Self-Rewarding Tree Search for Biomedical Retrieval-Augmented Generation,2024,,openalex
8081,ReST-MCTS*: LLM Self-Training via Process Reward Guided Tree Search,2024,arXiv (Cornell University),openalex
8085,Towards Collaborative Intelligence: Propagating Intentions and Reasoning for Multi-Agent Coordination with Large Language Models,2024,arXiv (Cornell University),openalex
8099,A brain-inspired agentic architecture to improve planning with LLMs,2025,Nature Communications,openalex
8116,ToolChain*: Efficient Action Space Navigation in Large Language Models with A* Search,2023,arXiv (Cornell University),openalex
8133,Monte Carlo Planning with Large Language Model for Text-Based Game Agents,2025,arXiv (Cornell University),openalex
8165,Continually Learning Planning Agent for Large Environments guided by LLMs,2024,,openalex
8170,Improving Planning with Large Language Models: A Modular Agentic Architecture,2023,arXiv (Cornell University),openalex
8173,"Reason for Future, Act for Now: A Principled Framework for Autonomous LLM Agents with Provable Sample Efficiency",2023,arXiv (Cornell University),openalex
8189,Prompt-Based Monte-Carlo Tree Search for Goal-Oriented Dialogue Policy Planning,2023,arXiv (Cornell University),openalex
8191,I-MCTS: Enhancing Agentic AutoML via Introspective Monte Carlo Tree Search,2026,,openalex
8193,WebPilot: A Versatile and Autonomous Multi-Agent System for Web Task Execution with Strategic Exploration,2025,Proceedings of the AAAI Conference on Artificial Intelligence,openalex
8204,Mulberry: Empowering MLLM with o1-like Reasoning and Reflection via Collective Monte Carlo Tree Search,2025,,openalex
8205,Everything of Thoughts: Defying the Law of Penrose Triangle for Thought Generation,2024,,openalex
8212,General Agentic Planning Through Simulative Reasoning with World Models,2025,arXiv (Cornell University),openalex
8221,CoPS: Empowering LLM Agents with Provable Cross-Task Experience Sharing,2024,arXiv (Cornell University),openalex
8230,PreAct: Prediction Enhances Agent's Planning Ability,2024,arXiv (Cornell University),openalex
8233,A Decoupled Human-in-the-Loop System for Controlled Autonomy in Agentic Workflows,2026,arXiv:cs.AI,arxiv
8249,Grading the Graders: Verification Autonomy Levels (L0-L5) for LLM Reasoning,2026,arXiv:cs.CL,arxiv
8255,Optimizing Agent Planning for Security and Autonomy,2026,arXiv:cs.CR,arxiv
8262,Calibration Is Not Control: Why LLM-Agent Oversight Needs Intervention,2026,arXiv:cs.AI,arxiv
8275,RecSys Factory: Bounding LLM Agent Autonomy to Decision Points in the Industrial Recommender Lifecycle,2026,arXiv:cs.AI,arxiv
8281,Magentic-UI: Towards Human-in-the-loop Agentic Systems,2025,arXiv:cs.AI,arxiv
8282,Measuring AI agent autonomy: Towards a scalable approach with code inspection,2025,arXiv:cs.AI,arxiv
8284,Governed AI-Assisted Engineering: Graduated Human Oversight for Agentic Code Generation in Regulated Domains,2026,arXiv:cs.HC,arxiv
8294,Separating Capability from Permission: A Governance Framework for Agentic AI Autonomy Levels,2026,arXiv:cs.AI,arxiv
8302,"Oversight Has a Capacity: Calibrating Agent Guards to a Subjective, Fatiguing Human",2026,arXiv:cs.AI,arxiv
8312,Comparing Human Oversight Strategies for Computer-Use Agents,2026,arXiv:cs.HC,arxiv
8326,LLM A*: Human in the Loop Large Language Models Enabled A* Search for Robotics,2023,arXiv:cs.RO,arxiv
8336,The Stochastic Gap: A Markovian Framework for Pre-Deployment Reliability and Oversight-Cost Auditing in Agentic Artificial Intelligence,2026,arXiv:cs.AI,arxiv
8340,Specifying the Delegated-Autonomy Boundary: Requirements Engineering for Agentic AI,2026,arXiv:cs.SE,arxiv
8344,Reliable Weak-to-Strong Monitoring of LLM Agents,2025,arXiv:cs.AI,arxiv
8353,FormalJudge: A Neuro-Symbolic Paradigm for Agentic Oversight,2026,arXiv:cs.AI,arxiv
8361,pAI-Econ-claude: A Gated Human-in-the-Loop Multi-Agent Architecture for AI-Assisted Economic Theory Development,2026,arXiv:cs.MA,arxiv
8363,Steerability via constraints: a substrate for scalable oversight of coding agents,2026,arXiv:cs.AI,arxiv
8398,Human Oversight-by-Design for Accessible Generative IUIs,2026,arXiv:cs.HC,arxiv
8406,A Benchmark for Scalable Oversight Protocols,2025,arXiv:cs.AI,arxiv
8407,Improving Knowledge Extraction from LLMs for Task Learning through Agent Analysis,2023,arXiv:cs.AI,arxiv
8412,Tiered Agentic Oversight: A Hierarchical Multi-Agent System for Healthcare Safety,2025,arXiv:cs.AI,arxiv
8437,Human-artificial interaction in the age of agentic AI: a system-theoretical approach,2025,Frontiers in Human Dynamics,openalex
8493,HiLSVA: Design and Evaluation of a Human-in-the-Loop Agentic System for Scientific Visualization,2026,arXiv (Cornell University),openalex
8518,Accountable Multi-Agent AI Systems: Orchestration Frameworks for Enterprise Workflow Automation with Human-in-the-Loop Verification,2026,Zenodo (CERN European Organization for Nuclear Research),openalex
8528,pAI-Econ-claude: A Gated Human-in-the-Loop Multi-Agent Architecture for AI-Assisted Economic Theory Development,2026,arXiv (Cornell University),openalex
8569,GDPR Auto-Formalization with AI Agents and Human Verification,2026,arXiv (Cornell University),openalex
8613,"An Agentic LLM Framework for Autonomous Surgical Continuum Monitoring: ReAct-Driven Tool-Use Agents for Presurgical, Intraoperative, and Postsurgical Cardiopulmonary Care",2026,Bioengineering,openalex
8624,LoopsBench: From Harness Engineering to Loop Engineering in Coding Agent Evaluation,2026,arXiv:cs.SE,arxiv
8625,"Loop Engineering: Building Blocks, Adoption, and Impact",2026,arXiv:cs.SE,arxiv
8628,Stop Hand-Holding Your Coding Agent: Engineering the Loops that Replace Step-by-Step Prompting,2026,arXiv:cs.SE,arxiv
8701,"Loop Engineering: Building Blocks, Adoption, and Impact (Supplementary Material)",2026,Zenodo (CERN European Organization for Nuclear Research),openalex
8712,Inverted Orchestration in Software Development: A Deterministic Harness and Looping Engineering under Enterprise Constraints,2026,Zenodo (CERN European Organization for Nuclear Research),openalex
8716,"Loop Engineering of Agentic, Developer, and External Feedback Cycles for Large-Scale Enterprise Healthcare Applications",2026,International Journal of Computational Mathematical Ideas,openalex
8724,Agentic AI Automation for Data Science in Large-Scale Projects: Intelligent Agents and Loop Engineering,2026,International Journal of Computational Mathematical Ideas,openalex
8726,"Loop Engineering: The $165,000 Receipt — Reading an Agentic Code Migration as a Model Risk Management Case Study",2026,Open MIND,openalex
8729,From Prompt Engineering to Loop Engineering: A Five-Layer Taxonomy for Evaluating AI Systems Engineering Practice,2026,Zenodo (CERN European Organization for Nuclear Research),openalex
8737,"Loop Engineering for Agentic Software Systems: LEAF Architecture, Pattern Taxonomy, Use Cases, Evaluation, Challenges, and Future Directions",2026,,openalex
8739,"The Evidence Closure Loop: Engineering a Bounded-Autonomous, Multi-Agent Security Staff for Evidence-Grounded Assessments and Bug Bounty",2026,Open MIND,openalex
8746,语义块:Loop Engineering 在单 Agent 系统中的上下文隔离实践,2026,Zenodo (CERN European Organization for Nuclear Research),openalex
8844,Agentic Workflows for Improving Large Language Model Reasoning in Robotic Object-Centered Planning,2025,Robotics,crossref
8845,Hierarchical Agentic AI Framework for Autonomous Task Planning using Large Language Model Reasoning,2026,International Journal of Innovative Research in Engineering and Management,crossref
8847,Self-Contrastive Loop of Thought Method for Text-to-SQL Based on Large Language Model,2025,Proceedings of the 1st Joint Workshop on Large Language Models and Structure Modeling (XLLM 2025),crossref
8885,Agentic Large Language Models for Conceptual Systems Engineering and Design,2026,Journal of Mechanical Design,crossref
8898,Dynamics of Agentic Loops in Large Language Models: A Geometric Theory of Trajectories.,2025,CoRR,dblp
8916,Trust-Aware Runtime Verification for Autonomous LLM Agent Systems,2026,"2026 International Conference on Artificial Intelligence, Systems, and Emerging Technologies (ICAISET)",crossref
8931,Formal Model of a Controllable LLM Agent Based on a Cognitive Architecture,2026,Программные системы и вычислительные методы,crossref
8932,OpenAI single-agent LLM architecture reduces computational overhead relative to multi-agent orchestration in a simulated mars rover decision-support benchmark,2026,Frontiers in Robotics and AI,crossref
8944,Beyond Content Filtering: A “Circuit Breaker” Architecture for Autonomous Agent Action Safety,2026,SoutheastCon 2026,crossref
8971,Multi-Agent LLM Pipeline for Code Writing: An Experimental Study of Writer-Reviewer Architecture,2026,ADBA Computer Science,crossref
9050,Multi-agent Self-Reflection Framework: Enhancing the Logical Reasoning Ability of Large Language Models through API Interaction,2025,2025 IEEE 5th International Conference on Data Science and Computer Application (ICDSCA),crossref
9076,KnowPath: leveraging large language model prior reasoning paths for dynamic self-reflective reasoning via knowledge graph subgraph exploration,2026,Expert Systems with Applications,crossref
9083,ISR-LLM: Iterative Self-Refined Large Language Model for Long-Horizon Sequential Task Planning,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),crossref
9089,Iterative Semantic Refinement: A Vision Language Model-Driven Approach to Auto-Regressive Image Editing,2025,2025 9th International Symposium on Innovative Approaches in Smart Technologies (ISAS),crossref
9093,Self-Reflection in Large Language Model Agents: Effects on Problem-Solving Performance,2024,2024 2nd International Conference on Foundation and Large Language Models (FLLM),crossref
9096,DyFIRER: A Dynamic Feedback Iterative Multi-Agent Framework for Open Relation Extraction Based on Large Language Models,2026,Applied Sciences,crossref
9117,A closed-loop feedback framework based on large language models for iterative optimization in medical record generation,2026,International Symposium on Robotics and Artificial Intelligence (ISRAI 2025),crossref
9131,Iterative Self-Correction for Text-Driven Person Re-Identification with Large Vision-Language Models,2026,Findings of the Association for Computational Linguistics: ACL 2026,crossref
9170,"Multi-Criteria Evaluation of Hierarchical Reasoning, Self-Correction, and Factual Consistency in Large Language Models across Complex Language Tasks",2026,Journal of Innovative Research and Technology,crossref
9175,LLMSR@XLLM25: SWRV: Empowering Self-Verification of Small Language Models through Step-wise Reasoning and Verification,2025,Proceedings of the 1st Joint Workshop on Large Language Models and Structure Modeling (XLLM 2025),crossref
9184,Not an Illusion but a Manifestation: Understanding Large Language Model Reasoning Limitations Through Dual-Process Theory,2025,Applied Sciences,crossref
9197,Refining Reasoning Chains through Self Correcting Reinforcement Learning Architectures for Mitigating Logical Hallucinations in Large Language Models,2026,International Journal of Artificial Intelligence Research,crossref
9214,GraphReason: Enhancing Reasoning Capabilities of Large Language Models through A Graph-Based Verification Approach,2024,Proceedings of the 2nd Workshop on Natural Language Reasoning and Structured Explanations (@ACL 2024),crossref
9242,A cost-effective approach for knowledge graph reasoning path retrieval and enhanced large language model reliability,2026,PeerJ Computer Science,crossref
9263,A Closed-Loop Modular Language Agent with Step Verification and Local Correction for Multi-Step Task Solving,2026,Electronics,crossref
9269,Knowledge-Augmented Language Model Verification,2023,Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing,crossref
9426,Critic-CoT: Boosting the Reasoning Abilities of Large Language Model via Chain-of-Thought Critic,2025,Findings of the Association for Computational Linguistics: ACL 2025,crossref
9429,CriticEval: Evaluating Large-scale Language Model as Critic,2024,Advances in Neural Information Processing Systems 37,crossref
9460,Winning Isn't Reasoning,2026,The International FLAIRS Conference Proceedings,crossref
9484,Search-on-Graph: Iterative Informed Navigation for Large Language Model Reasoning on Knowledge Graphs,2026,Proceedings of the 32nd ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2,crossref
9515,IVC-DB: Iterative verification correction method guided by dual-Backward mathematical reasoning in large language models,2026,Knowledge-Based Systems,crossref
9531,Adaptive Test-Time Reasoning with Uncertainty-Guided Verification: Enhancing Intrinsic Reasoning Capabilities of Large Language Models,2026,2026 International Conference on Computer Intelligence and Software Engineering (CICSE),crossref
9553,Derailer-Rerailer: Adaptive Verification for Efficient and Reliable Language Model Reasoning,2025,Findings of the Association for Computational Linguistics: ACL 2025,crossref
9614,A Modular Multi-Agent Coordination Framework for Persistent Autonomous AI Assistants with Tool Orchestration and Long-Horizon Task Management,2026,International Journal of Innovative Science and Research Technology,crossref
9615,Toward Scalable LLM-Based Multi-Agent Collaboration: A Dynamic Task Graph Approach with Asynchronous Parallel Execution,2026,Electronics,crossref
9616,ReflectiChain: Mitigating Semantic-Execution Drift in Long-Horizon LLM Agents via Retrospective Reflection and Double-Loop Policy Adaptation,2026,Electronics,crossref
9650,VerifyLLM: LLM-Based Pre-Execution Task Plan Verification for Robots,2025,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),crossref
9662,"Thought Management System for long-horizon, goal-driven LLM agents",2026,Journal of Computational Science,crossref
9840,AgentInit: Initializing LLM-based Multi-Agent Systems via Diversity and Expertise Orchestration for Effective and Efficient Collaboration,2025,Findings of the Association for Computational Linguistics: EMNLP 2025,crossref
9845,EDAgent: A Concurrent Orchestration Method for Collaborative LLM Multi-Agent System,2026,2026 IEEE 46th International Conference on Distributed Computing Systems (ICDCS),crossref
9850,"Autonomous Evaluation Architectures: Multi-Agent LLM Pipelines, Browser-Grounded Testing: Programmatic Alignment via DSPy, and Adversarial Robustness in Production Orchestration Systems",2026,Computer Fraud and Security,crossref
9855,Adaptive Orchestration with Cross-Episode Memory for Dynamic LLM-based Agent Pools,2026,WOCHAT2026: Workshop on Chatbots and Agentic Technologies,crossref
9904,LLM Enabled Multi-Agent System for 6G Networks: Framework and Method of Dual-Loop Edge-Terminal Collaboration,2026,IEEE Communications Magazine,crossref
9931,Generator-Assistant Stepwise Rollback Framework for Large Language Model Agent,2025,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,crossref
9964,Artificial intelligence orchestration for text-based ultrasonic simulation via self-review by multi-large language model agents,2025,Scientific Reports,crossref
9969,AGENTIC AI FOR ENTERPRISE WORKFLOW AUTOMATION: IMPACT AND ARCHITECTURAL PRINCIPLES FOR MULTI-AGENT ORCHESTRATION,2026,International Journal of Research in Commerce and Management Studies,crossref
10029,STAR: Steelmaking Task-Aware Routing for Multi-Agent LLM Expert Systems,2026,Electronics,crossref
10074,"Emergent Autonomous Sub-Agent Spawning in LLM-Based Multi-Agent Software Engineering Systems:An Empirical Case Study, Controlled Pilot Experiment, and Benchmark Framework""Can AI Agents Have Babies?""",2026,International Journal of Research and Scientific Innovation,crossref
10096,LLM-Powered Hierarchical Language Agent for Real-time Human-AI Coordination,2024,International Joint Conference on Autonomous Agents and Multiagent Systems,crossref
10122,Ethical Coordination of LLM Multi-Agent Systems,2026,Electronics,crossref
10136,"Are Agents Listening to Each Other? Measuring What Drives Agent Actions in
                    <scp>LLM</scp>
                    ‐Based Multi‐Agent Systems",2026,Expert Systems,crossref
10271,Self-reflection enhances large language models towards substantial academic response,2025,npj Artificial Intelligence,crossref
10274,Self-ReS: Self-Reflection in Large Vision-Language Models for Long Video Understanding,2025,2025 IEEE International Conference on Multimedia and Expo (ICME),crossref
10276,Self-Referential Introspection in Large Language Models: The Critical Threshold for Recursive Self-Improvement,2026,Entropy,crossref
10277,Iterative Self-Improvement of Vision Language Models for Image Scoring and Self-Explanation,2025,2025 IEEE International Conference on Image Processing (ICIP),crossref
10311,Enhancing Logical Reasoning Depth via Monte Carlo Tree Search Integrated Reinforcement Learning for Advanced Large Language Model Thinking Processes,2026,International Journal of Artificial Intelligence Research,crossref
10326,Improving Exploration Efficiency in Complex Reasoning Tasks via Guided Reinforcement Learning and Large Language Model Heuristic Search Strategies,2026,International Journal of Artificial Intelligence Research,crossref
10351,A Tree-Based Search Algorithm with Global Pheromone and Local Signal Guidance for Scientific Chart Reasoning,2025,Mathematics,crossref
10374,Trustworthy Agentic AI: Balancing Autonomy with Human Oversight,2025,International Journal of Computer Science and Mobile Computing,crossref
10432,Rationality Meets Irrationality: Incentivizing Dual Cognitive Loop for LLM-Based Agent in Social Simulation,2026,IEEE Transactions on Computational Social Systems,crossref
10547,Feedback Loops and Code Perturbations in LLM-Based Software Engineering: A Case Study on a C-to-Rust Translation System.,2026,SANER,dblp
10564,"Fail Fast, or Ask: Mitigating the Deficiencies of Reasoning LLMs with Human-in-the-Loop Systems Engineering.",2025,CoRR,dblp
10565,Feedback Loops and Code Perturbations in LLM-based Software Engineering: A Case Study on a C-to-Rust Translation System.,2025,CoRR,dblp
10647,Towards Self-Refinement of Vision-Language Models with Triangular Consistency.,2025,NeurIPS,dblp-venue
10652,Can LLMs Correct Themselves? A Benchmark of Self-Correction in LLMs.,2025,NeurIPS,dblp-venue
10696,Flow: Modularized Agentic Workflow Automation.,2025,ICLR,dblp-venue
10699,AFlow: Automating Agentic Workflow Generation.,2025,ICLR,dblp-venue
10712,Scaling Autonomous Agents via Automatic Reward Modeling And Planning.,2025,ICLR,dblp-venue
10720,AgenticRAGTracer: A Hop-Aware Benchmark for Diagnosing Multi-Step Retrieval Reasoning in Agentic RAG.,2026,ACL,dblp-venue
10761,Learning to Refine: Self-Refinement of Parallel Reasoning in LLMs.,2026,ACL,dblp-venue
10769,Entrospect: Information-Theoretic Self-Reflection Elicits Better Response Refinement of Small Language Models.,2025,ACL,dblp-venue
10770,Divide-Verify-Refine: Can LLMs Self-align with Complex Instructions?,2025,ACL,dblp-venue
10773,LLMs as ASP Programmers: Self-Correction Enables Task-Agnostic Nonmonotonic Reasoning.,2026,ACL,dblp-venue
10775,"Meeseeks: A Feedback-Driven, Iterative Self-Correction Benchmark evaluating LLMs&apos; Instruction Following Capability.",2026,ACL,dblp-venue
10779,Confidence v.s. Critique: A Decomposition of Self-Correction Capability for LLMs.,2025,ACL,dblp-venue
10781,Understanding the Dark Side of LLMs&apos; Intrinsic Self-Correction.,2025,ACL,dblp-venue
10782,Two-Pronged Human Evaluation of ChatGPT Self-Correction in Radiology Report Simplification.,2024,ACL,dblp-venue
10785,PROTEA: Offline Evaluation and Iterative Refinement for Multi-Agent LLM Workflows.,2026,ACL,dblp-venue
